Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
Public Sector Banks,146454077.0,124566979.0,271021056.0,6954037.85,221201338.0,Summary,2019-01-02
Regional Rural Banks,46932275.0,8832167.0,55764442.0,1501591.73,37877353.0,Summary,2019-01-02
Private Sector Banks,6213353.0,4282824.0,10496177.0,247712.6,9718172.0,Summary,2019-01-02
Grand Total,199599705.0,137681970.0,337281675.0,8703342.18,268796863.0,Summary,2019-01-02
Allahabad Bank,7235999.0,2749203.0,9985202.0,294738.75,6105129.0,(A) Public Sector Banks,2019-01-02
Andhra Bank,1601557.0,915523.0,2517080.0,39400.77,1863853.0,(A) Public Sector Banks,2019-01-02
Bank of Baroda,10667448.0,17918707.0,28586155.0,814663.42,26316128.0,(A) Public Sector Banks,2019-01-02
Bank of India,10161862.0,10747190.0,20909052.0,517264.22,18880065.0,(A) Public Sector Banks,2019-01-02
Bank of Maharashtra,4207843.0,1223777.0,5431620.0,126677.42,1179471.0,(A) Public Sector Banks,2019-01-02
Canara Bank,4904120.0,2202830.0,7106950.0,221723.06,4262441.0,(A) Public Sector Banks,2019-01-02
Central Bank of India,10353636.0,2300055.0,12653691.0,267564.4,11832844.0,(A) Public Sector Banks,2019-01-02
Corporation Bank,1426627.0,1530267.0,2956894.0,112255.19,2667767.0,(A) Public Sector Banks,2019-01-02
Dena Bank,3782779.0,964186.0,4746965.0,118897.64,3383310.0,(A) Public Sector Banks,2019-01-02
IDBI Bank Ltd.,468712.0,368531.0,837243.0,22988.76,712082.0,(A) Public Sector Banks,2019-01-02
Indian Bank,2408301.0,1162534.0,3570835.0,52198.46,3536234.0,(A) Public Sector Banks,2019-01-02
Indian Overseas Bank,1000864.0,3494940.0,4495804.0,91406.71,4242424.0,(A) Public Sector Banks,2019-01-02
Oriental Bank of Commerce,2545701.0,1919597.0,4465298.0,367220.03,3873803.0,(A) Public Sector Banks,2019-01-02
Punjab & Sind Bank,731133.0,429194.0,1160327.0,67738.23,1053022.0,(A) Public Sector Banks,2019-01-02
Punjab National Bank,16069854.0,2881218.0,18951072.0,424052.76,18105813.0,(A) Public Sector Banks,2019-01-02
State Bank of India,45443676.0,61295335.0,106739011.0,2031230.97,88463198.0,(A) Public Sector Banks,2019-01-02
Syndicate Bank,3207639.0,1427127.0,4634766.0,144201.04,4024529.0,(A) Public Sector Banks,2019-01-02
UCO Bank,4141048.0,3227004.0,7368052.0,200352.3,3929277.0,(A) Public Sector Banks,2019-01-02
Union Bank of India,7389053.0,2015751.0,9404804.0,211085.54,4790790.0,(A) Public Sector Banks,2019-01-02
United Bank of India,7827045.0,5115113.0,12942158.0,805269.78,10451267.0,(A) Public Sector Banks,2019-01-02
Vijaya Bank,879180.0,678897.0,1558077.0,23108.42,1527891.0,(A) Public Sector Banks,2019-01-02
Public Sector Banks Sub Total,146454077.0,124566979.0,271021056.0,6954037.85,221201338.0,(A) Public Sector Banks,2019-01-02
Allahabad Bank,1035309.0,169314.0,1204623.0,32122.27,781002.0,(B) Regional Rural Bank,2019-01-02
Andhra Bank,167522.0,17463.0,184985.0,3127.92,101274.0,(B) Regional Rural Bank,2019-01-02
Bank of Baroda,5530904.0,1548632.0,7079536.0,213256.59,5446456.0,(B) Regional Rural Bank,2019-01-02
Bank of India,3261443.0,1079217.0,4340660.0,93765.6,3804512.0,(B) Regional Rural Bank,2019-01-02
Bank of Maharashtra,1086473.0,140806.0,1227279.0,33933.68,800838.0,(B) Regional Rural Bank,2019-01-02
Canara Bank,794171.0,478573.0,1272744.0,57167.08,1243846.0,(B) Regional Rural Bank,2019-01-02
Central Bank of India,3472651.0,826031.0,4298682.0,124012.82,3724569.0,(B) Regional Rural Bank,2019-01-02
Dena Bank,444572.0,15610.0,460182.0,16464.28,296914.0,(B) Regional Rural Bank,2019-01-02
Indian Bank,479389.0,166908.0,646297.0,8110.78,565177.0,(B) Regional Rural Bank,2019-01-02
Indian Overseas Bank,1029938.0,34338.0,1064276.0,33169.78,616138.0,(B) Regional Rural Bank,2019-01-02
Jammu & Kashmir Bank Ltd,109797.0,18423.0,128220.0,6327.7,22189.0,(B) Regional Rural Bank,2019-01-02
Punjab National Bank,3338191.0,590744.0,3928935.0,144316.37,3307943.0,(B) Regional Rural Bank,2019-01-02
State Bank of India,12106710.0,2594602.0,14701312.0,325955.49,6562766.0,(B) Regional Rural Bank,2019-01-02
Syndicate Bank,2122529.0,577714.0,2700243.0,104970.24,2533710.0,(B) Regional Rural Bank,2019-01-02
UCO Bank,1760913.0,64843.0,1825756.0,42188.59,559347.0,(B) Regional Rural Bank,2019-01-02
Union Bank of India,1153279.0,401620.0,1554899.0,40864.76,765535.0,(B) Regional Rural Bank,2019-01-02
United Bank of India,9038484.0,107329.0,9145813.0,221837.76,6745137.0,(B) Regional Rural Bank,2019-01-02
Regional Rural Banks Sub Total,46932275.0,8832167.0,55764442.0,1501591.73,37877353.0,(B) Regional Rural Bank,2019-01-02
Axis Bank Ltd,132126.0,690812.0,822938.0,20427.01,726671.0,(C) Major Private Banks,2019-01-02
City Union Bank Ltd,9612.0,75791.0,85403.0,1555.75,84543.0,(C) Major Private Banks,2019-01-02
Federal Bank Ltd,421878.0,82326.0,504204.0,21267.25,274692.0,(C) Major Private Banks,2019-01-02
HDFC Bank Ltd,347453.0,1519139.0,1866592.0,100687.84,1865914.0,(C) Major Private Banks,2019-01-02
ICICI Bank Ltd,3617671.0,720677.0,4338348.0,22814.33,4338348.0,(C) Major Private Banks,2019-01-02
IndusInd Bank Ltd,46276.0,445898.0,492174.0,3498.63,464284.0,(C) Major Private Banks,2019-01-02
Jammu & Kashmir Bank Ltd,1368164.0,181186.0,1549350.0,66665.18,1345450.0,(C) Major Private Banks,2019-01-02
Karur Vysya Bank,27194.0,171481.0,198675.0,1718.5,195238.0,(C) Major Private Banks,2019-01-02
Kotak Mahindra Bank Ltd,106725.0,70405.0,177130.0,2089.8,129899.0,(C) Major Private Banks,2019-01-02
Lakshmi Vilas Bank Ltd,39080.0,103432.0,142512.0,1757.25,127919.0,(C) Major Private Banks,2019-01-02
RBL Bank Ltd,59787.0,35520.0,95307.0,255.71,93132.0,(C) Major Private Banks,2019-01-02
South Indian Bank Ltd,30622.0,180384.0,211006.0,4730.08,59893.0,(C) Major Private Banks,2019-01-02
Yes Bank Ltd,6765.0,5773.0,12538.0,245.28,12189.0,(C) Major Private Banks,2019-01-02
Major Private Banks Sub Total,6213353.0,4282824.0,10496177.0,247712.6,9718172.0,(C) Major Private Banks,2019-01-02
Public Sector Banks,146833017.0,124896262.0,271729279.0,6990866.09,221985135.0,Summary,2019-01-09
Regional Rural Banks,47054327.0,8847921.0,55902248.0,1521045.71,37048667.0,Summary,2019-01-09
Private Sector Banks,6214009.0,4344812.0,10558821.0,243214.36,9780220.0,Summary,2019-01-09
Grand Total,200101353.0,138088995.0,338190348.0,8755126.16,268814022.0,Summary,2019-01-09
Allahabad Bank,7269476.0,2763347.0,10032823.0,297548.02,6110234.0,(A) Public Sector Banks,2019-01-09
Andhra Bank,1603330.0,915969.0,2519299.0,40286.39,1859196.0,(A) Public Sector Banks,2019-01-09
Bank of Baroda,10698367.0,17988994.0,28687361.0,821802.04,26406540.0,(A) Public Sector Banks,2019-01-09
Bank of India,10179898.0,10764677.0,20944575.0,522515.24,18877973.0,(A) Public Sector Banks,2019-01-09
Bank of Maharashtra,4217645.0,1226039.0,5443684.0,128468.41,1185457.0,(A) Public Sector Banks,2019-01-09
Canara Bank,4910817.0,2205443.0,7116260.0,224096.23,4263135.0,(A) Public Sector Banks,2019-01-09
Central Bank of India,10374213.0,2298030.0,12672243.0,267785.84,11852235.0,(A) Public Sector Banks,2019-01-09
Corporation Bank,1426557.0,1530378.0,2956935.0,108151.92,2668294.0,(A) Public Sector Banks,2019-01-09
Dena Bank,3798387.0,965861.0,4764248.0,119872.43,3457659.0,(A) Public Sector Banks,2019-01-09
IDBI Bank Ltd.,493280.0,396182.0,889462.0,23306.26,737481.0,(A) Public Sector Banks,2019-01-09
Indian Bank,2415675.0,1164964.0,3580639.0,55342.26,3546038.0,(A) Public Sector Banks,2019-01-09
Indian Overseas Bank,1002011.0,3498907.0,4500918.0,92369.83,4244350.0,(A) Public Sector Banks,2019-01-09
Oriental Bank of Commerce,2548636.0,1921827.0,4470463.0,373242.91,3882216.0,(A) Public Sector Banks,2019-01-09
Punjab & Sind Bank,734683.0,429194.0,1163877.0,67755.94,1055324.0,(A) Public Sector Banks,2019-01-09
Punjab National Bank,16124564.0,2897843.0,19022407.0,424507.84,18117926.0,(A) Public Sector Banks,2019-01-09
State Bank of India,45566983.0,61445799.0,107012782.0,2036426.03,88986203.0,(A) Public Sector Banks,2019-01-09
Syndicate Bank,3211641.0,1428318.0,4639959.0,145736.06,4027944.0,(A) Public Sector Banks,2019-01-09
UCO Bank,4152871.0,3238822.0,7391693.0,202070.38,3933249.0,(A) Public Sector Banks,2019-01-09
Union Bank of India,7389053.0,2015751.0,9404804.0,211085.54,4790790.0,(A) Public Sector Banks,2019-01-09
United Bank of India,7833626.0,5119369.0,12952995.0,805158.81,10451267.0,(A) Public Sector Banks,2019-01-09
Vijaya Bank,881304.0,680548.0,1561852.0,23337.71,1531624.0,(A) Public Sector Banks,2019-01-09
Public Sector Banks Sub Total,146833017.0,124896262.0,271729279.0,6990866.09,221985135.0,(A) Public Sector Banks,2019-01-09
Allahabad Bank,1041745.0,169314.0,1211059.0,32505.47,781002.0,(B) Regional Rural Bank,2019-01-09
Andhra Bank,167514.0,17463.0,184977.0,3151.58,101296.0,(B) Regional Rural Bank,2019-01-09
Bank of Baroda,5548027.0,1552705.0,7100732.0,213968.48,5458602.0,(B) Regional Rural Bank,2019-01-09
Bank of India,3261443.0,1079217.0,4340660.0,93765.6,3804512.0,(B) Regional Rural Bank,2019-01-09
Bank of Maharashtra,1096888.0,140811.0,1237699.0,34036.4,800859.0,(B) Regional Rural Bank,2019-01-09
Canara Bank,796897.0,478829.0,1275726.0,57240.21,1246795.0,(B) Regional Rural Bank,2019-01-09
Central Bank of India,3474167.0,826871.0,4301038.0,123837.96,3722362.0,(B) Regional Rural Bank,2019-01-09
Dena Bank,448761.0,15894.0,464655.0,16530.37,297423.0,(B) Regional Rural Bank,2019-01-09
Indian Bank,481742.0,169661.0,651403.0,8237.85,565498.0,(B) Regional Rural Bank,2019-01-09
Indian Overseas Bank,1031866.0,34404.0,1066270.0,33765.48,616138.0,(B) Regional Rural Bank,2019-01-09
Jammu & Kashmir Bank Ltd,109963.0,18439.0,128402.0,6327.99,22199.0,(B) Regional Rural Bank,2019-01-09
Punjab National Bank,4493580.0,615076.0,5108656.0,171109.65,3502263.0,(B) Regional Rural Bank,2019-01-09
State Bank of India,12136338.0,2602260.0,14738598.0,342378.2,6563682.0,(B) Regional Rural Bank,2019-01-09
Syndicate Bank,2126910.0,578899.0,2705809.0,106007.0,2534448.0,(B) Regional Rural Bank,2019-01-09
UCO Bank,644204.0,37852.0,682056.0,16905.79,197300.0,(B) Regional Rural Bank,2019-01-09
Union Bank of India,1156292.0,402909.0,1559201.0,41383.3,89151.0,(B) Regional Rural Bank,2019-01-09
United Bank of India,9037990.0,107317.0,9145307.0,219894.38,6745137.0,(B) Regional Rural Bank,2019-01-09
Regional Rural Banks Sub Total,47054327.0,8847921.0,55902248.0,1521045.71,37048667.0,(B) Regional Rural Bank,2019-01-09
Axis Bank Ltd,132859.0,695439.0,828298.0,20524.44,730854.0,(C) Major Private Banks,2019-01-09
City Union Bank Ltd,9612.0,75791.0,85403.0,1555.75,84543.0,(C) Major Private Banks,2019-01-09
Federal Bank Ltd,421991.0,82344.0,504335.0,21309.21,274951.0,(C) Major Private Banks,2019-01-09
HDFC Bank Ltd,349781.0,1575963.0,1925744.0,95998.63,1925066.0,(C) Major Private Banks,2019-01-09
ICICI Bank Ltd,3615232.0,720677.0,4335909.0,22716.73,4335909.0,(C) Major Private Banks,2019-01-09
IndusInd Bank Ltd,46423.0,446228.0,492651.0,3428.97,464721.0,(C) Major Private Banks,2019-01-09
Jammu & Kashmir Bank Ltd,1368164.0,181186.0,1549350.0,66665.18,1345450.0,(C) Major Private Banks,2019-01-09
Karur Vysya Bank,27216.0,171603.0,198819.0,1841.02,195514.0,(C) Major Private Banks,2019-01-09
Kotak Mahindra Bank Ltd,106490.0,70358.0,176848.0,2061.55,129747.0,(C) Major Private Banks,2019-01-09
Lakshmi Vilas Bank Ltd,39058.0,103551.0,142609.0,1876.49,128249.0,(C) Major Private Banks,2019-01-09
RBL Bank Ltd,59787.0,35520.0,95307.0,257.89,93129.0,(C) Major Private Banks,2019-01-09
South Indian Bank Ltd,30622.0,180384.0,211006.0,4730.08,59893.0,(C) Major Private Banks,2019-01-09
Yes Bank Ltd,6774.0,5768.0,12542.0,248.41,12194.0,(C) Major Private Banks,2019-01-09
Major Private Banks Sub Total,6214009.0,4344812.0,10558821.0,243214.36,9780220.0,(C) Major Private Banks,2019-01-09
Public Sector Banks,147075884.0,125072024.0,272147908.0,7022736.7,223044932.0,Summary,2019-01-16
Regional Rural Banks,47285556.0,8873326.0,56158882.0,1526756.57,37122721.0,Summary,2019-01-16
Private Sector Banks,6215473.0,4404212.0,10619685.0,243963.38,9841754.0,Summary,2019-01-16
Grand Total,200576913.0,138349562.0,338926475.0,8793456.65,270009407.0,Summary,2019-01-16
Allahabad Bank,7298138.0,2776297.0,10074435.0,301789.86,6112190.0,(A) Public Sector Banks,2019-01-16
Andhra Bank,1605030.0,916783.0,2521813.0,40095.91,1860807.0,(A) Public Sector Banks,2019-01-16
Bank of Baroda,10734806.0,18070730.0,28805536.0,830438.86,26511253.0,(A) Public Sector Banks,2019-01-16
Bank of India,10195809.0,10778895.0,20974704.0,523841.78,18971767.0,(A) Public Sector Banks,2019-01-16
Bank of Maharashtra,4225461.0,1227529.0,5452990.0,129349.12,1189517.0,(A) Public Sector Banks,2019-01-16
Canara Bank,4918507.0,2207880.0,7126387.0,223740.17,4263844.0,(A) Public Sector Banks,2019-01-16
Central Bank of India,10374213.0,2298030.0,12672243.0,267785.84,11852235.0,(A) Public Sector Banks,2019-01-16
Corporation Bank,1462859.0,1541950.0,3004809.0,112685.64,2686439.0,(A) Public Sector Banks,2019-01-16
Dena Bank,3813306.0,967602.0,4780908.0,120368.25,3456798.0,(A) Public Sector Banks,2019-01-16
IDBI Bank Ltd.,494207.0,396525.0,890732.0,23431.88,737350.0,(A) Public Sector Banks,2019-01-16
Indian Bank,2416930.0,1165327.0,3582257.0,55933.01,3547656.0,(A) Public Sector Banks,2019-01-16
Indian Overseas Bank,1001632.0,3505340.0,4506972.0,91980.24,4247413.0,(A) Public Sector Banks,2019-01-16
Oriental Bank of Commerce,2551907.0,1924307.0,4476214.0,374663.76,3894557.0,(A) Public Sector Banks,2019-01-16
Punjab & Sind Bank,753007.0,434110.0,1187117.0,67901.27,1076124.0,(A) Public Sector Banks,2019-01-16
Punjab National Bank,16125395.0,2897926.0,19023321.0,429376.01,18132861.0,(A) Public Sector Banks,2019-01-16
State Bank of India,45566983.0,61445799.0,107012782.0,2036426.03,88986203.0,(A) Public Sector Banks,2019-01-16
Syndicate Bank,3215414.0,1429247.0,4644661.0,145387.02,4032877.0,(A) Public Sector Banks,2019-01-16
UCO Bank,4168767.0,3248351.0,7417118.0,203726.53,3941595.0,(A) Public Sector Banks,2019-01-16
Union Bank of India,7428265.0,2032540.0,9460805.0,215307.84,5556811.0,(A) Public Sector Banks,2019-01-16
United Bank of India,7841814.0,5124656.0,12966470.0,805169.99,10451267.0,(A) Public Sector Banks,2019-01-16
Vijaya Bank,883434.0,682200.0,1565634.0,23337.71,1535368.0,(A) Public Sector Banks,2019-01-16
Public Sector Banks Sub Total,147075884.0,125072024.0,272147908.0,7022736.7,223044932.0,(A) Public Sector Banks,2019-01-16
Allahabad Bank,1097078.0,169314.0,1266392.0,32796.91,781002.0,(B) Regional Rural Bank,2019-01-16
Andhra Bank,167509.0,17465.0,184974.0,3134.52,101315.0,(B) Regional Rural Bank,2019-01-16
Bank of Baroda,5563414.0,1557891.0,7121305.0,214653.74,5469505.0,(B) Regional Rural Bank,2019-01-16
Bank of India,3266320.0,1081254.0,4347574.0,93901.31,3804512.0,(B) Regional Rural Bank,2019-01-16
Bank of Maharashtra,1104802.0,140815.0,1245617.0,34129.32,800872.0,(B) Regional Rural Bank,2019-01-16
Canara Bank,797897.0,479410.0,1277307.0,56857.87,1248377.0,(B) Regional Rural Bank,2019-01-16
Central Bank of India,3474167.0,826871.0,4301038.0,123837.96,3722362.0,(B) Regional Rural Bank,2019-01-16
Dena Bank,450724.0,16121.0,466845.0,16561.38,297778.0,(B) Regional Rural Bank,2019-01-16
Indian Bank,482386.0,172256.0,654642.0,8277.69,565570.0,(B) Regional Rural Bank,2019-01-16
Indian Overseas Bank,1035931.0,34540.0,1070471.0,33682.92,616138.0,(B) Regional Rural Bank,2019-01-16
Jammu & Kashmir Bank Ltd,110132.0,18468.0,128600.0,6316.74,22202.0,(B) Regional Rural Bank,2019-01-16
Punjab National Bank,4605632.0,624087.0,5229719.0,174303.77,3548186.0,(B) Regional Rural Bank,2019-01-16
State Bank of India,12160683.0,2606774.0,14767457.0,342896.25,6565731.0,(B) Regional Rural Bank,2019-01-16
Syndicate Bank,2129174.0,579666.0,2708840.0,106494.21,2535294.0,(B) Regional Rural Bank,2019-01-16
UCO Bank,644560.0,37871.0,682431.0,16828.0,197300.0,(B) Regional Rural Bank,2019-01-16
Union Bank of India,1157562.0,403452.0,1561014.0,41650.6,101440.0,(B) Regional Rural Bank,2019-01-16
United Bank of India,9037585.0,107071.0,9144656.0,220433.38,6745137.0,(B) Regional Rural Bank,2019-01-16
Regional Rural Banks Sub Total,47285556.0,8873326.0,56158882.0,1526756.57,37122721.0,(B) Regional Rural Bank,2019-01-16
Axis Bank Ltd,132927.0,696553.0,829480.0,20390.89,731836.0,(C) Major Private Banks,2019-01-16
City Union Bank Ltd,9612.0,75791.0,85403.0,1555.75,84543.0,(C) Major Private Banks,2019-01-16
Federal Bank Ltd,422158.0,82308.0,504466.0,21189.16,275487.0,(C) Major Private Banks,2019-01-16
HDFC Bank Ltd,352345.0,1635626.0,1987971.0,96939.34,1987293.0,(C) Major Private Banks,2019-01-16
ICICI Bank Ltd,3613916.0,720677.0,4334593.0,22622.94,4334593.0,(C) Major Private Banks,2019-01-16
IndusInd Bank Ltd,46413.0,444771.0,491184.0,3582.57,464635.0,(C) Major Private Banks,2019-01-16
Jammu & Kashmir Bank Ltd,1368164.0,181186.0,1549350.0,66665.18,1345450.0,(C) Major Private Banks,2019-01-16
Karur Vysya Bank,27225.0,171651.0,198876.0,1853.05,195558.0,(C) Major Private Banks,2019-01-16
Kotak Mahindra Bank Ltd,106480.0,70339.0,176819.0,2061.05,128745.0,(C) Major Private Banks,2019-01-16
Lakshmi Vilas Bank Ltd,39050.0,103639.0,142689.0,1871.07,128401.0,(C) Major Private Banks,2019-01-16
RBL Bank Ltd,59787.0,35520.0,95307.0,259.52,93127.0,(C) Major Private Banks,2019-01-16
South Indian Bank Ltd,30622.0,180384.0,211006.0,4730.08,59893.0,(C) Major Private Banks,2019-01-16
Yes Bank Ltd,6774.0,5767.0,12541.0,242.78,12193.0,(C) Major Private Banks,2019-01-16
Major Private Banks Sub Total,6215473.0,4404212.0,10619685.0,243963.38,9841754.0,(C) Major Private Banks,2019-01-16
Public Sector Banks,147019413.0,125082467.0,272101880.0,7043583.53,223850538.0,Summary,2019-01-23
Regional Rural Banks,47713207.0,8920315.0,56633522.0,1547455.71,37225635.0,Summary,2019-01-23
Private Sector Banks,6716612.0,4848573.0,11565185.0,265652.59,10642200.0,Summary,2019-01-23
Grand Total,201449232.0,138851355.0,340300587.0,8856691.83,271718373.0,Summary,2019-01-23
Allahabad Bank,7331342.0,2790493.0,10121835.0,306549.89,6114121.0,(A) Public Sector Banks,2019-01-23
Andhra Bank,1607952.0,917498.0,2525450.0,39821.88,1862407.0,(A) Public Sector Banks,2019-01-23
Bank of Baroda,10771497.0,18151882.0,28923379.0,834426.5,26615963.0,(A) Public Sector Banks,2019-01-23
Bank of India,10223303.0,10804802.0,21028105.0,524757.89,18968105.0,(A) Public Sector Banks,2019-01-23
Bank of Maharashtra,4240600.0,1230775.0,5471375.0,130238.19,1199635.0,(A) Public Sector Banks,2019-01-23
Canara Bank,4926470.0,2210781.0,7137251.0,222981.31,4265915.0,(A) Public Sector Banks,2019-01-23
Central Bank of India,10402972.0,2299465.0,12702437.0,269455.52,11852235.0,(A) Public Sector Banks,2019-01-23
Corporation Bank,1462859.0,1541950.0,3004809.0,112685.64,2686439.0,(A) Public Sector Banks,2019-01-23
Dena Bank,3798707.0,968124.0,4766831.0,120019.93,3446163.0,(A) Public Sector Banks,2019-01-23
Indian Bank,2416930.0,1165327.0,3582257.0,55933.01,3547656.0,(A) Public Sector Banks,2019-01-23
Indian Overseas Bank,1004369.0,3514364.0,4518733.0,91390.62,4260278.0,(A) Public Sector Banks,2019-01-23
Oriental Bank of Commerce,2556452.0,1927535.0,4483987.0,373810.26,3906615.0,(A) Public Sector Banks,2019-01-23
Punjab & Sind Bank,757113.0,434110.0,1191223.0,68187.96,1079434.0,(A) Public Sector Banks,2019-01-23
Punjab National Bank,16135811.0,2888445.0,19024256.0,429412.72,18145385.0,(A) Public Sector Banks,2019-01-23
State Bank of India,45804367.0,61704007.0,107508374.0,2069562.1,90375617.0,(A) Public Sector Banks,2019-01-23
Syndicate Bank,3221856.0,1431443.0,4653299.0,144724.36,4033936.0,(A) Public Sector Banks,2019-01-23
UCO Bank,4179780.0,3254329.0,7434109.0,204811.07,3947924.0,(A) Public Sector Banks,2019-01-23
Union Bank of India,7444964.0,2035877.0,9480841.0,216336.1,5556075.0,(A) Public Sector Banks,2019-01-23
United Bank of India,7848555.0,5129016.0,12977571.0,805172.98,10451267.0,(A) Public Sector Banks,2019-01-23
Vijaya Bank,883514.0,682244.0,1565758.0,23305.62,1535368.0,(A) Public Sector Banks,2019-01-23
Public Sector Banks Sub Total,147019413.0,125082467.0,272101880.0,7043583.53,223850538.0,(A) Public Sector Banks,2019-01-23
Allahabad Bank,1171339.0,169314.0,1340653.0,33417.17,781002.0,(B) Regional Rural Bank,2019-01-23
Andhra Bank,165248.0,17222.0,182470.0,3078.51,101347.0,(B) Regional Rural Bank,2019-01-23
Bank of Baroda,5575728.0,1559898.0,7135626.0,216347.31,5476490.0,(B) Regional Rural Bank,2019-01-23
Bank of India,3272945.0,1082943.0,4355888.0,93995.57,3804512.0,(B) Regional Rural Bank,2019-01-23
Bank of Maharashtra,1114029.0,140821.0,1254850.0,34188.44,800885.0,(B) Regional Rural Bank,2019-01-23
Canara Bank,810214.0,484980.0,1295194.0,56967.28,1264716.0,(B) Regional Rural Bank,2019-01-23
Central Bank of India,3631984.0,848935.0,4480919.0,124528.38,3750892.0,(B) Regional Rural Bank,2019-01-23
Dena Bank,453591.0,16505.0,470096.0,16605.13,298122.0,(B) Regional Rural Bank,2019-01-23
Indian Bank,483567.0,172442.0,656009.0,8062.97,565609.0,(B) Regional Rural Bank,2019-01-23
Indian Overseas Bank,1038252.0,34541.0,1072793.0,33608.66,616138.0,(B) Regional Rural Bank,2019-01-23
Jammu & Kashmir Bank Ltd,110364.0,18501.0,128865.0,6319.36,22206.0,(B) Regional Rural Bank,2019-01-23
Punjab National Bank,4695049.0,632371.0,5327420.0,178290.56,3576842.0,(B) Regional Rural Bank,2019-01-23
State Bank of India,12188950.0,2611396.0,14800346.0,343148.2,6574758.0,(B) Regional Rural Bank,2019-01-23
Syndicate Bank,2132392.0,580941.0,2713333.0,119228.11,2536015.0,(B) Regional Rural Bank,2019-01-23
UCO Bank,645795.0,37928.0,683723.0,16838.81,197300.0,(B) Regional Rural Bank,2019-01-23
Union Bank of India,1159992.0,404491.0,1564483.0,42662.28,113664.0,(B) Regional Rural Bank,2019-01-23
United Bank of India,9063768.0,107086.0,9170854.0,220169.01,6745137.0,(B) Regional Rural Bank,2019-01-23
Regional Rural Banks Sub Total,47713207.0,8920315.0,56633522.0,1547455.71,37225635.0,(B) Regional Rural Bank,2019-01-23
Axis Bank Ltd,132991.0,697804.0,830795.0,20330.47,732856.0,(C) Major Private Banks,2019-01-23
City Union Bank Ltd,9612.0,75791.0,85403.0,1555.75,84543.0,(C) Major Private Banks,2019-01-23
Federal Bank Ltd,422294.0,82316.0,504610.0,21084.92,275732.0,(C) Major Private Banks,2019-01-23
HDFC Bank Ltd,354346.0,1682856.0,2037202.0,96133.04,2036524.0,(C) Major Private Banks,2019-01-23
ICICI Bank Ltd,3613686.0,720677.0,4334363.0,22393.46,4334363.0,(C) Major Private Banks,2019-01-23
IDBI Bank Ltd.,499082.0,398467.0,897549.0,23423.01,737157.0,(C) Major Private Banks,2019-01-23
IndusInd Bank Ltd,46409.0,445017.0,491426.0,3358.52,464874.0,(C) Major Private Banks,2019-01-23
Jammu & Kashmir Bank Ltd,1368164.0,181186.0,1549350.0,66665.18,1345450.0,(C) Major Private Banks,2019-01-23
Karur Vysya Bank,27245.0,171767.0,199012.0,1793.56,195676.0,(C) Major Private Banks,2019-01-23
Kotak Mahindra Bank Ltd,106479.0,70338.0,176817.0,2061.01,128743.0,(C) Major Private Banks,2019-01-23
Lakshmi Vilas Bank Ltd,39048.0,103739.0,142787.0,1798.34,128445.0,(C) Major Private Banks,2019-01-23
RBL Bank Ltd,59787.0,35520.0,95307.0,257.3,93126.0,(C) Major Private Banks,2019-01-23
South Indian Bank Ltd,30684.0,177326.0,208010.0,4555.62,72518.0,(C) Major Private Banks,2019-01-23
Yes Bank Ltd,6785.0,5769.0,12554.0,242.42,12193.0,(C) Major Private Banks,2019-01-23
Major Private Banks Sub Total,6716612.0,4848573.0,11565185.0,265652.59,10642200.0,(C) Major Private Banks,2019-01-23
Public Sector Banks,147373742.0,125518424.0,272892166.0,7085951.72,224683109.0,Summary,2019-01-30
Regional Rural Banks,48016162.0,8944762.0,56960924.0,1573823.13,37265422.0,Summary,2019-01-30
Private Sector Banks,6719425.0,4869784.0,11589209.0,265981.93,10652970.0,Summary,2019-01-30
Grand Total,202109329.0,139332970.0,341442299.0,8925756.78,272601501.0,Summary,2019-01-30
Allahabad Bank,7353725.0,2811979.0,10165704.0,311639.99,6122761.0,(A) Public Sector Banks,2019-01-30
Andhra Bank,1610723.0,918403.0,2529126.0,40241.49,1864529.0,(A) Public Sector Banks,2019-01-30
Bank of Baroda,10792815.0,18198207.0,28991022.0,840430.61,26676720.0,(A) Public Sector Banks,2019-01-30
Bank of India,10247249.0,10826580.0,21073829.0,527179.41,18965526.0,(A) Public Sector Banks,2019-01-30
Bank of Maharashtra,4249826.0,1232747.0,5482573.0,130531.39,1206218.0,(A) Public Sector Banks,2019-01-30
Canara Bank,4933546.0,2213238.0,7146784.0,223759.56,4267395.0,(A) Public Sector Banks,2019-01-30
Central Bank of India,10402972.0,2299465.0,12702437.0,269455.52,11852235.0,(A) Public Sector Banks,2019-01-30
Corporation Bank,1462603.0,1542715.0,3005318.0,112094.18,2693429.0,(A) Public Sector Banks,2019-01-30
Dena Bank,3821420.0,968771.0,4790191.0,121227.74,3455760.0,(A) Public Sector Banks,2019-01-30
Indian Bank,2425671.0,1169263.0,3594934.0,54405.71,3560333.0,(A) Public Sector Banks,2019-01-30
Indian Overseas Bank,1062877.0,3677923.0,4740800.0,96289.18,4316854.0,(A) Public Sector Banks,2019-01-30
Oriental Bank of Commerce,2560293.0,1930225.0,4490518.0,375237.66,3911998.0,(A) Public Sector Banks,2019-01-30
