Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
Punjab & Sind Bank,760519.0,434118.0,1194637.0,68427.6,1081612.0,(A) Public Sector Banks,2019-01-30
Punjab National Bank,16136264.0,2888183.0,19024447.0,432398.72,18165681.0,(A) Public Sector Banks,2019-01-30
State Bank of India,45934138.0,61851238.0,107785376.0,2080495.56,90988753.0,(A) Public Sector Banks,2019-01-30
Syndicate Bank,3231110.0,1433900.0,4665010.0,145345.08,4056899.0,(A) Public Sector Banks,2019-01-30
UCO Bank,4188049.0,3260146.0,7448195.0,206370.05,3952456.0,(A) Public Sector Banks,2019-01-30
Union Bank of India,7459317.0,2044539.0,9503856.0,221864.44,5557315.0,(A) Public Sector Banks,2019-01-30
United Bank of India,7856956.0,5134440.0,12991396.0,805281.57,10451267.0,(A) Public Sector Banks,2019-01-30
Vijaya Bank,883669.0,682344.0,1566013.0,23276.26,1535368.0,(A) Public Sector Banks,2019-01-30
Public Sector Banks Sub Total,147373742.0,125518424.0,272892166.0,7085951.72,224683109.0,(A) Public Sector Banks,2019-01-30
Allahabad Bank,1265570.0,169314.0,1434884.0,34533.2,781002.0,(B) Regional Rural Bank,2019-01-30
Andhra Bank,167478.0,17459.0,184937.0,3111.28,101368.0,(B) Regional Rural Bank,2019-01-30
Bank of Baroda,5589863.0,1563489.0,7153352.0,222530.57,5486897.0,(B) Regional Rural Bank,2019-01-30
Bank of India,3276543.0,1084046.0,4360589.0,94210.55,3804512.0,(B) Regional Rural Bank,2019-01-30
Bank of Maharashtra,1123702.0,140834.0,1264536.0,34212.09,803331.0,(B) Regional Rural Bank,2019-01-30
Canara Bank,815271.0,487459.0,1302730.0,56478.03,1271446.0,(B) Regional Rural Bank,2019-01-30
Central Bank of India,3657215.0,853102.0,4510317.0,127612.98,3744072.0,(B) Regional Rural Bank,2019-01-30
Dena Bank,455449.0,16733.0,472182.0,16655.38,298423.0,(B) Regional Rural Bank,2019-01-30
Indian Bank,484597.0,172777.0,657374.0,7981.81,565936.0,(B) Regional Rural Bank,2019-01-30
Indian Overseas Bank,1044795.0,34763.0,1079558.0,34922.01,616138.0,(B) Regional Rural Bank,2019-01-30
Jammu & Kashmir Bank Ltd,110364.0,18501.0,128865.0,6319.36,22206.0,(B) Regional Rural Bank,2019-01-30
Punjab National Bank,4755881.0,635741.0,5391622.0,177666.91,3594429.0,(B) Regional Rural Bank,2019-01-30
State Bank of India,12204143.0,2616699.0,14820842.0,344245.26,6575902.0,(B) Regional Rural Bank,2019-01-30
Syndicate Bank,2136462.0,582888.0,2719350.0,134678.96,2536476.0,(B) Regional Rural Bank,2019-01-30
UCO Bank,646664.0,37971.0,684635.0,16773.25,197300.0,(B) Regional Rural Bank,2019-01-30
Union Bank of India,1162479.0,405555.0,1568034.0,44747.09,120847.0,(B) Regional Rural Bank,2019-01-30
United Bank of India,9119686.0,107431.0,9227117.0,217144.4,6745137.0,(B) Regional Rural Bank,2019-01-30
Regional Rural Banks Sub Total,48016162.0,8944762.0,56960924.0,1573823.13,37265422.0,(B) Regional Rural Bank,2019-01-30
Axis Bank Ltd,132999.0,699035.0,832034.0,20554.92,733986.0,(C) Major Private Banks,2019-01-30
City Union Bank Ltd,9731.0,75991.0,85722.0,1520.84,84543.0,(C) Major Private Banks,2019-01-30
Federal Bank Ltd,422566.0,82331.0,504897.0,21144.08,276146.0,(C) Major Private Banks,2019-01-30
HDFC Bank Ltd,355071.0,1698741.0,2053812.0,96140.18,2053134.0,(C) Major Private Banks,2019-01-30
ICICI Bank Ltd,3613686.0,720677.0,4334363.0,22319.97,4334363.0,(C) Major Private Banks,2019-01-30
IDBI Bank Ltd.,500791.0,398882.0,899673.0,23474.27,742170.0,(C) Major Private Banks,2019-01-30
IndusInd Bank Ltd,46473.0,445269.0,491742.0,3331.27,465092.0,(C) Major Private Banks,2019-01-30
Jammu & Kashmir Bank Ltd,1368164.0,181186.0,1549350.0,66665.18,1345450.0,(C) Major Private Banks,2019-01-30
Karur Vysya Bank,27245.0,171767.0,199012.0,1793.56,195676.0,(C) Major Private Banks,2019-01-30
Kotak Mahindra Bank Ltd,106447.0,70304.0,176751.0,2042.28,128677.0,(C) Major Private Banks,2019-01-30
Lakshmi Vilas Bank Ltd,39055.0,103932.0,142987.0,1777.41,128530.0,(C) Major Private Banks,2019-01-30
RBL Bank Ltd,59787.0,35520.0,95307.0,255.69,93124.0,(C) Major Private Banks,2019-01-30
South Indian Bank Ltd,30622.0,180384.0,211006.0,4730.08,59893.0,(C) Major Private Banks,2019-01-30
Yes Bank Ltd,6788.0,5765.0,12553.0,232.2,12186.0,(C) Major Private Banks,2019-01-30
Major Private Banks Sub Total,6719425.0,4869784.0,11589209.0,265981.93,10652970.0,(C) Major Private Banks,2019-01-30
Public Sector Banks,147773979.0,125789664.0,273563643.0,7150762.14,220572420.0,Summary,2019-02-06
Regional Rural Banks,48335262.0,9029435.0,57364697.0,1602143.24,37192443.0,Summary,2019-02-06
Private Sector Banks,6726798.0,4904174.0,11630972.0,268834.5,10695443.0,Summary,2019-02-06
Grand Total,202836039.0,139723273.0,342559312.0,9021739.88,268460306.0,Summary,2019-02-06
Allahabad Bank,7386507.0,2830398.0,10216905.0,316315.06,6160540.0,(A) Public Sector Banks,2019-02-06
Andhra Bank,1617223.0,921599.0,2538822.0,40608.72,1869096.0,(A) Public Sector Banks,2019-02-06
Bank of Baroda,10845940.0,18312550.0,29158490.0,857264.78,26826296.0,(A) Public Sector Banks,2019-02-06
Bank of India,10280049.0,10858066.0,21138115.0,536288.61,18964784.0,(A) Public Sector Banks,2019-02-06
Bank of Maharashtra,4260170.0,1235102.0,5495272.0,131472.94,1213757.0,(A) Public Sector Banks,2019-02-06
Canara Bank,4942958.0,2216700.0,7159658.0,229224.85,4269092.0,(A) Public Sector Banks,2019-02-06
Central Bank of India,10544798.0,2344603.0,12889401.0,275829.1,7420950.0,(A) Public Sector Banks,2019-02-06
Corporation Bank,1483237.0,1547552.0,3030789.0,113187.27,2703841.0,(A) Public Sector Banks,2019-02-06
Dena Bank,3834919.0,970255.0,4805174.0,122686.73,3455635.0,(A) Public Sector Banks,2019-02-06
Indian Bank,2431145.0,1170927.0,3602072.0,56326.52,3567471.0,(A) Public Sector Banks,2019-02-06
Indian Overseas Bank,1067496.0,3690710.0,4758206.0,100358.73,4332360.0,(A) Public Sector Banks,2019-02-06
Oriental Bank of Commerce,2565288.0,1928954.0,4494242.0,378906.16,3915449.0,(A) Public Sector Banks,2019-02-06
Punjab & Sind Bank,763275.0,434118.0,1197393.0,68427.6,1083976.0,(A) Public Sector Banks,2019-02-06
Punjab National Bank,16133225.0,2892025.0,19025250.0,433984.25,18231429.0,(A) Public Sector Banks,2019-02-06
State Bank of India,45934138.0,61851238.0,107785376.0,2080495.56,90988753.0,(A) Public Sector Banks,2019-02-06
Syndicate Bank,3251319.0,1439561.0,4690880.0,146860.3,4056127.0,(A) Public Sector Banks,2019-02-06
UCO Bank,4202870.0,3269097.0,7471967.0,209140.5,3959589.0,(A) Public Sector Banks,2019-02-06
Union Bank of India,7481999.0,2055030.0,9537029.0,224836.86,5566640.0,(A) Public Sector Banks,2019-02-06
United Bank of India,7863622.0,5138751.0,13002373.0,805271.34,10451267.0,(A) Public Sector Banks,2019-02-06
Vijaya Bank,883801.0,682428.0,1566229.0,23276.26,1535368.0,(A) Public Sector Banks,2019-02-06
Public Sector Banks Sub Total,147773979.0,125789664.0,273563643.0,7150762.14,220572420.0,(A) Public Sector Banks,2019-02-06
Allahabad Bank,1415028.0,169314.0,1584342.0,34852.98,781002.0,(B) Regional Rural Bank,2019-02-06
Andhra Bank,167471.0,17455.0,184926.0,3137.17,101385.0,(B) Regional Rural Bank,2019-02-06
Bank of Baroda,5607959.0,1568715.0,7176674.0,227183.13,5500419.0,(B) Regional Rural Bank,2019-02-06
Bank of India,3281558.0,1085984.0,4367542.0,94368.4,3804512.0,(B) Regional Rural Bank,2019-02-06
Bank of Maharashtra,1133733.0,140847.0,1274580.0,34326.38,817355.0,(B) Regional Rural Bank,2019-02-06
Canara Bank,775266.0,539366.0,1314632.0,57172.46,1281775.0,(B) Regional Rural Bank,2019-02-06
Central Bank of India,3669516.0,855628.0,4525144.0,126393.92,3739892.0,(B) Regional Rural Bank,2019-02-06
Dena Bank,457958.0,16996.0,474954.0,16800.37,298694.0,(B) Regional Rural Bank,2019-02-06
Indian Bank,486040.0,173144.0,659184.0,8267.41,568925.0,(B) Regional Rural Bank,2019-02-06
Indian Overseas Bank,1091000.0,36678.0,1127678.0,35383.65,616138.0,(B) Regional Rural Bank,2019-02-06
Jammu & Kashmir Bank Ltd,111054.0,18657.0,129711.0,6371.21,22209.0,(B) Regional Rural Bank,2019-02-06
Punjab National Bank,4818090.0,639053.0,5457143.0,179445.42,3607112.0,(B) Regional Rural Bank,2019-02-06
State Bank of India,12240663.0,2624976.0,14865639.0,348227.51,6447879.0,(B) Regional Rural Bank,2019-02-06
Syndicate Bank,2149037.0,591170.0,2740207.0,151376.08,2538371.0,(B) Regional Rural Bank,2019-02-06
UCO Bank,648236.0,38044.0,686280.0,16814.54,197300.0,(B) Regional Rural Bank,2019-02-06
Union Bank of India,1163478.0,405983.0,1569461.0,45012.32,124338.0,(B) Regional Rural Bank,2019-02-06
United Bank of India,9119175.0,107425.0,9226600.0,217010.29,6745137.0,(B) Regional Rural Bank,2019-02-06
Regional Rural Banks Sub Total,48335262.0,9029435.0,57364697.0,1602143.24,37192443.0,(B) Regional Rural Bank,2019-02-06
Axis Bank Ltd,133098.0,701139.0,834237.0,20679.49,735889.0,(C) Major Private Banks,2019-02-06
City Union Bank Ltd,9731.0,75991.0,85722.0,1520.84,84543.0,(C) Major Private Banks,2019-02-06
Federal Bank Ltd,422850.0,82350.0,505200.0,21349.63,276712.0,(C) Major Private Banks,2019-02-06
HDFC Bank Ltd,356729.0,1727657.0,2084386.0,97616.38,2083708.0,(C) Major Private Banks,2019-02-06
ICICI Bank Ltd,3611631.0,720677.0,4332308.0,22702.41,4332308.0,(C) Major Private Banks,2019-02-06
IDBI Bank Ltd.,508020.0,401767.0,909787.0,23850.46,753113.0,(C) Major Private Banks,2019-02-06
IndusInd Bank Ltd,46568.0,445320.0,491888.0,3524.39,465269.0,(C) Major Private Banks,2019-02-06
Jammu & Kashmir Bank Ltd,1368164.0,181186.0,1549350.0,66665.18,1345450.0,(C) Major Private Banks,2019-02-06
Karur Vysya Bank,27305.0,171957.0,199262.0,1839.67,195934.0,(C) Major Private Banks,2019-02-06
Kotak Mahindra Bank Ltd,106447.0,70304.0,176751.0,2052.92,128677.0,(C) Major Private Banks,2019-02-06
Lakshmi Vilas Bank Ltd,39058.0,104157.0,143215.0,1811.82,128639.0,(C) Major Private Banks,2019-02-06
RBL Bank Ltd,59787.0,35520.0,95307.0,259.02,93122.0,(C) Major Private Banks,2019-02-06
South Indian Bank Ltd,30622.0,180384.0,211006.0,4730.08,59893.0,(C) Major Private Banks,2019-02-06
Yes Bank Ltd,6788.0,5765.0,12553.0,232.2,12186.0,(C) Major Private Banks,2019-02-06
Major Private Banks Sub Total,6726798.0,4904174.0,11630972.0,268834.5,10695443.0,(C) Major Private Banks,2019-02-06
Public Sector Banks,148402062.0,126330794.0,274732856.0,7283059.42,225565373.0,Summary,2019-02-13
Regional Rural Banks,48702041.0,9162801.0,57864842.0,1562567.44,37270633.0,Summary,2019-02-13
Private Sector Banks,6731285.0,4945140.0,11676425.0,268567.94,10734161.0,Summary,2019-02-13
Grand Total,203835388.0,140438735.0,344274123.0,9114194.8,273570167.0,Summary,2019-02-13
Allahabad Bank,7396821.0,2833822.0,10230643.0,321534.93,6175627.0,(A) Public Sector Banks,2019-02-13
Andhra Bank,1624938.0,925991.0,2550929.0,41139.68,1876301.0,(A) Public Sector Banks,2019-02-13
Bank of Baroda,10906240.0,18414666.0,29320906.0,879258.84,26974115.0,(A) Public Sector Banks,2019-02-13
Bank of India,10315838.0,10902436.0,21218274.0,544964.53,18970981.0,(A) Public Sector Banks,2019-02-13
Bank of Maharashtra,4279925.0,1241236.0,5521161.0,133931.68,1227286.0,(A) Public Sector Banks,2019-02-13
Canara Bank,4951701.0,2219633.0,7171334.0,231645.15,4270475.0,(A) Public Sector Banks,2019-02-13
Central Bank of India,10625338.0,2374247.0,12999585.0,282657.25,12119884.0,(A) Public Sector Banks,2019-02-13
Corporation Bank,1483111.0,1547773.0,3030884.0,114800.68,2715495.0,(A) Public Sector Banks,2019-02-13
Dena Bank,3863087.0,974937.0,4838024.0,126565.36,3462517.0,(A) Public Sector Banks,2019-02-13
Indian Bank,2435696.0,1172157.0,3607853.0,56856.32,3573252.0,(A) Public Sector Banks,2019-02-13
Indian Overseas Bank,1071945.0,3706216.0,4778161.0,101745.98,4357007.0,(A) Public Sector Banks,2019-02-13
Oriental Bank of Commerce,2569342.0,1936483.0,4505825.0,382433.93,3925749.0,(A) Public Sector Banks,2019-02-13
Punjab & Sind Bank,766627.0,435418.0,1202045.0,68427.6,1087144.0,(A) Public Sector Banks,2019-02-13
Punjab National Bank,16144503.0,2888511.0,19033014.0,440605.77,18243243.0,(A) Public Sector Banks,2019-02-13
State Bank of India,46198162.0,62139840.0,108338002.0,2141131.9,90989702.0,(A) Public Sector Banks,2019-02-13
Syndicate Bank,3279337.0,1447416.0,4726753.0,148400.35,4059843.0,(A) Public Sector Banks,2019-02-13
UCO Bank,4212533.0,3276210.0,7488743.0,211842.91,3965497.0,(A) Public Sector Banks,2019-02-13
Union Bank of India,7511859.0,2059876.0,9571735.0,226079.27,5573684.0,(A) Public Sector Banks,2019-02-13
United Bank of India,7870552.0,5143237.0,13013789.0,805383.7,10451267.0,(A) Public Sector Banks,2019-02-13
Vijaya Bank,894507.0,690689.0,1585196.0,23653.58,1546304.0,(A) Public Sector Banks,2019-02-13
Public Sector Banks Sub Total,148402062.0,126330794.0,274732856.0,7283059.42,225565373.0,(A) Public Sector Banks,2019-02-13
Allahabad Bank,1488881.0,172757.0,1661638.0,34852.98,781002.0,(B) Regional Rural Bank,2019-02-13
Andhra Bank,167458.0,17456.0,184914.0,3194.13,101404.0,(B) Regional Rural Bank,2019-02-13
Bank of Baroda,5641625.0,1575484.0,7217109.0,228782.45,5529798.0,(B) Regional Rural Bank,2019-02-13
Bank of India,3288745.0,1088633.0,4377378.0,94307.27,3804512.0,(B) Regional Rural Bank,2019-02-13
Bank of Maharashtra,1148905.0,140865.0,1289770.0,34484.02,827353.0,(B) Regional Rural Bank,2019-02-13
Canara Bank,789192.0,540168.0,1329360.0,57264.23,1296503.0,(B) Regional Rural Bank,2019-02-13
Central Bank of India,3669516.0,855628.0,4525144.0,126393.92,3739892.0,(B) Regional Rural Bank,2019-02-13
Dena Bank,460060.0,17623.0,477683.0,16868.29,298896.0,(B) Regional Rural Bank,2019-02-13
Indian Bank,487047.0,173466.0,660513.0,8155.26,570062.0,(B) Regional Rural Bank,2019-02-13
Indian Overseas Bank,1105242.0,37160.0,1142402.0,36002.81,616138.0,(B) Regional Rural Bank,2019-02-13
Jammu & Kashmir Bank Ltd,111418.0,18706.0,130124.0,6370.48,22209.0,(B) Regional Rural Bank,2019-02-13
Punjab National Bank,4866761.0,641672.0,5508433.0,181427.32,3620591.0,(B) Regional Rural Bank,2019-02-13
State Bank of India,12379192.0,2729528.0,15108720.0,351907.53,6447728.0,(B) Regional Rural Bank,2019-02-13
Syndicate Bank,2160495.0,599978.0,2760473.0,98211.59,2540329.0,(B) Regional Rural Bank,2019-02-13
UCO Bank,649123.0,38089.0,687212.0,17488.6,197300.0,(B) Regional Rural Bank,2019-02-13
Union Bank of India,1168569.0,408163.0,1576732.0,44616.33,131779.0,(B) Regional Rural Bank,2019-02-13
United Bank of India,9119812.0,107425.0,9227237.0,222240.25,6745137.0,(B) Regional Rural Bank,2019-02-13
Regional Rural Banks Sub Total,48702041.0,9162801.0,57864842.0,1562567.44,37270633.0,(B) Regional Rural Bank,2019-02-13
Axis Bank Ltd,133274.0,702450.0,835724.0,21064.25,737228.0,(C) Major Private Banks,2019-02-13
City Union Bank Ltd,9731.0,75991.0,85722.0,1520.84,84543.0,(C) Major Private Banks,2019-02-13
Federal Bank Ltd,423022.0,82360.0,505382.0,21273.23,277105.0,(C) Major Private Banks,2019-02-13
HDFC Bank Ltd,358655.0,1761679.0,2120334.0,96677.38,2119656.0,(C) Major Private Banks,2019-02-13
ICICI Bank Ltd,3612094.0,720677.0,4332771.0,22899.08,4332771.0,(C) Major Private Banks,2019-02-13
IDBI Bank Ltd.,509705.0,407103.0,916808.0,23801.22,753433.0,(C) Major Private Banks,2019-02-13
IndusInd Bank Ltd,46640.0,445419.0,492059.0,3587.78,465458.0,(C) Major Private Banks,2019-02-13
Jammu & Kashmir Bank Ltd,1368164.0,181186.0,1549350.0,66665.18,1345450.0,(C) Major Private Banks,2019-02-13
Karur Vysya Bank,27323.0,172045.0,199368.0,1868.64,196012.0,(C) Major Private Banks,2019-02-13
Kotak Mahindra Bank Ltd,106429.0,70271.0,176700.0,2064.64,128624.0,(C) Major Private Banks,2019-02-13
Lakshmi Vilas Bank Ltd,39048.0,104295.0,143343.0,1917.6,128670.0,(C) Major Private Banks,2019-02-13
RBL Bank Ltd,59787.0,35520.0,95307.0,257.51,93119.0,(C) Major Private Banks,2019-02-13
South Indian Bank Ltd,30622.0,180384.0,211006.0,4730.08,59893.0,(C) Major Private Banks,2019-02-13
Yes Bank Ltd,6791.0,5760.0,12551.0,240.52,12199.0,(C) Major Private Banks,2019-02-13
Major Private Banks Sub Total,6731285.0,4945140.0,11676425.0,268567.94,10734161.0,(C) Major Private Banks,2019-02-13
Public Sector Banks,149045462.0,126767829.0,275813291.0,7333794.18,226285594.0,Summary,2019-02-20
Regional Rural Banks,48804361.0,9356077.0,58160438.0,1576652.43,37289341.0,Summary,2019-02-20
Private Sector Banks,6752528.0,4990689.0,11743217.0,269025.33,10778531.0,Summary,2019-02-20
Grand Total,204602351.0,141114595.0,345716946.0,9179471.94,274353466.0,Summary,2019-02-20
Allahabad Bank,7414388.0,2851169.0,10265557.0,326142.0,6190698.0,(A) Public Sector Banks,2019-02-20
Andhra Bank,1648295.0,941151.0,2589446.0,42177.6,1895680.0,(A) Public Sector Banks,2019-02-20
Bank of Baroda,10956735.0,18500438.0,29457173.0,882398.6,27099563.0,(A) Public Sector Banks,2019-02-20
Bank of India,10367882.0,10954715.0,21322597.0,550075.83,18974365.0,(A) Public Sector Banks,2019-02-20
Bank of Maharashtra,4291413.0,1243668.0,5535081.0,134945.63,1233236.0,(A) Public Sector Banks,2019-02-20
Canara Bank,4964309.0,2223000.0,7187309.0,232014.32,4271844.0,(A) Public Sector Banks,2019-02-20
Central Bank of India,10697065.0,2393355.0,13090420.0,287186.33,12215584.0,(A) Public Sector Banks,2019-02-20
Corporation Bank,1627788.0,1582266.0,3210054.0,116776.35,2750472.0,(A) Public Sector Banks,2019-02-20
Dena Bank,3871744.0,976173.0,4847917.0,128258.68,3463883.0,(A) Public Sector Banks,2019-02-20
Indian Bank,2455674.0,1178901.0,3634575.0,56700.29,3599974.0,(A) Public Sector Banks,2019-02-20
Indian Overseas Bank,1077213.0,3718842.0,4796055.0,102012.37,4377949.0,(A) Public Sector Banks,2019-02-20
Oriental Bank of Commerce,2573072.0,1933407.0,4506479.0,380250.89,3927318.0,(A) Public Sector Banks,2019-02-20
Punjab & Sind Bank,769914.0,435418.0,1205332.0,68427.6,1089768.0,(A) Public Sector Banks,2019-02-20
Punjab National Bank,16168782.0,2890940.0,19059722.0,443183.34,18307404.0,(A) Public Sector Banks,2019-02-20
State Bank of India,46328487.0,62300416.0,108628903.0,2164662.72,91280604.0,(A) Public Sector Banks,2019-02-20
Syndicate Bank,3316639.0,1458198.0,4774837.0,150028.8,4060935.0,(A) Public Sector Banks,2019-02-20
UCO Bank,4229292.0,3285358.0,7514650.0,213635.09,3971749.0,(A) Public Sector Banks,2019-02-20
Union Bank of India,7511859.0,2059876.0,9571735.0,226079.27,5573684.0,(A) Public Sector Banks,2019-02-20
United Bank of India,7878508.0,5148390.0,13026898.0,805179.82,10451267.0,(A) Public Sector Banks,2019-02-20
Vijaya Bank,896403.0,692148.0,1588551.0,23658.64,1549617.0,(A) Public Sector Banks,2019-02-20
Public Sector Banks Sub Total,149045462.0,126767829.0,275813291.0,7333794.18,226285594.0,(A) Public Sector Banks,2019-02-20
Allahabad Bank,1517613.0,172757.0,1690370.0,34648.01,781002.0,(B) Regional Rural Bank,2019-02-20
Andhra Bank,167440.0,17470.0,184910.0,3317.79,101435.0,(B) Regional Rural Bank,2019-02-20
Bank of Baroda,5678497.0,1584202.0,7262699.0,228356.08,5562575.0,(B) Regional Rural Bank,2019-02-20
Bank of India,3292662.0,1089282.0,4381944.0,94414.11,3804512.0,(B) Regional Rural Bank,2019-02-20
Bank of Maharashtra,1167931.0,140877.0,1308808.0,34602.25,831697.0,(B) Regional Rural Bank,2019-02-20
Canara Bank,803257.0,540747.0,1344004.0,58407.24,1311147.0,(B) Regional Rural Bank,2019-02-20
Central Bank of India,3696472.0,861220.0,4557692.0,127341.91,3732997.0,(B) Regional Rural Bank,2019-02-20
Dena Bank,463829.0,19133.0,482962.0,16884.35,299112.0,(B) Regional Rural Bank,2019-02-20
Indian Bank,488257.0,173801.0,662058.0,8309.5,570230.0,(B) Regional Rural Bank,2019-02-20
Indian Overseas Bank,1119634.0,37625.0,1157259.0,36699.54,616138.0,(B) Regional Rural Bank,2019-02-20
Jammu & Kashmir Bank Ltd,112169.0,18783.0,130952.0,6457.75,22213.0,(B) Regional Rural Bank,2019-02-20
Punjab National Bank,4777678.0,781547.0,5559225.0,183208.87,3632005.0,(B) Regional Rural Bank,2019-02-20
State Bank of India,12373660.0,2756410.0,15130070.0,357301.34,6405499.0,(B) Regional Rural Bank,2019-02-20
Syndicate Bank,2172576.0,607108.0,2779684.0,100891.39,2540616.0,(B) Regional Rural Bank,2019-02-20
UCO Bank,650568.0,38155.0,688723.0,17700.8,197300.0,(B) Regional Rural Bank,2019-02-20
Union Bank of India,1171720.0,409513.0,1581233.0,45166.17,135726.0,(B) Regional Rural Bank,2019-02-20
United Bank of India,9150398.0,107447.0,9257845.0,222945.31,6745137.0,(B) Regional Rural Bank,2019-02-20
Regional Rural Banks Sub Total,48804361.0,9356077.0,58160438.0,1576652.43,37289341.0,(B) Regional Rural Bank,2019-02-20
Axis Bank Ltd,131975.0,705326.0,837301.0,21026.42,738631.0,(C) Major Private Banks,2019-02-20
